restaurant_name,rating,average_price,average_delivery_time,south_indian_or_not,north_indian_or_not,fast_food_or_not,street_food,biryani_or_not,bakery_or_not,location,City Tier,State/U.T,Region
Bharat Biryani,3.7,100,21,0,0,0,0,1,0,Kota,Tier 2 Cities,Rajasthan,North India
Bharat Biryani,4.0,200,46,0,0,0,0,1,0,Kolkata,Tier 1  Cities,West Bengal,East India
Bharat Chinese,3.2,300,50,0,0,0,0,0,0,Mumbai,Tier 1  Cities,Maharashtra,West India
Bharat Fast Food,4.3,100,35,0,0,1,1,0,0,Rajkot,Tier 2 Cities,Gujarat,West India
Bharat Hindu Hotel,3.8,100,17,0,1,0,0,1,0,Dhanbad,Tier 2 Cities,Jharkhand,East India
Bharat Hotel,4.1,250,20,0,1,0,0,0,0,Kota,Tier 2 Cities,Rajasthan,North India
Bharat Pawar Savji Gharguti Ruchkar Jevan,3.4,150,32,0,0,0,0,0,0,Solapur,Tier 2 Cities,Maharashtra,West India
Bharat Restaurant,3.2,200,51,0,0,1,0,1,0,Mumbai,Tier 1  Cities,Maharashtra,West India
Bharathi Mess,4.4,100,40,1,0,0,0,0,0,Chennai,Tier 1  Cities,Tamil Nadu,South India
Bharat's Bits n Bites,3.9,100,22,0,0,1,1,0,0,Jaipur,Tier 2 Cities,Rajasthan,North India
Bharawan Da Dhaba,4.2,150,31,0,1,0,0,0,0,Dehradun,Tier 2 Cities,Uttarakhand,North India
Bharawan Di Hatti,4.2,200,16,0,1,1,1,0,0,Dehradun,Tier 2 Cities,Uttarakhand,North India
Bhargava Restaurant,4.1,200,26,0,1,0,0,0,0,Lucknow,Tier 2 Cities,Uttar Pradesh,North India
Bharkadevi Ice Cream,4.2,150,22,0,0,0,0,0,0,Vadodara,Tier 2 Cities,Gujarat,West India
Bharkadevi Ice Cream Parlour,4.0,200,39,0,0,0,0,0,0,Nashik,Tier 2 Cities,Maharashtra,West India
Bharosa Sandwich,4.1,100,13,0,0,0,0,0,0,Bhavnagar,Tier 2 Cities,Gujarat,West India
Bharose Ki Chai - BKC,3.9,150,37,0,0,1,1,0,0,Gorakhpur,Tier 2 Cities,Uttar Pradesh,North India
Bharpur Multicuisine Restaurant,3.9,250,46,1,1,0,0,1,0,Hyderabad,Tier 1  Cities,Telangana,South India
Bharti Ice Cream,4.1,100,21,0,0,0,0,0,0,Saharanpur,Tier 2 Cities,Uttar Pradesh,North India
Bhartiya Bhojnalay,4.0,200,27,0,1,0,0,0,0,Indore,Tier 2 Cities,Madhya Pradesh,Central India
Bhartiya Dal Bafala,4.1,200,22,0,1,0,0,0,0,Indore,Tier 2 Cities,Madhya Pradesh,Central India
Bhartiya Jalpan,4.0,250,39,0,1,1,1,1,0,Bangalore,Tier 1  Cities,Karnataka,South India
Bhartiya Jalpan,4.1,100,40,0,1,1,1,0,0,Guwahati,Tier 2 Cities,Assam,East India
Bhaskar Lassi Stall,4.4,100,26,0,0,0,0,0,0,Durgapur,Tier 2 Cities,West Bengal,East India
Bhaskars Mane Holige,3.5,200,32,0,0,0,0,0,0,Mangalore,Tier 2 Cities,Karnataka,South India
Bhaskar's Mane Holige,3.9,150,22,0,0,0,0,0,1,Mangalore,Tier 2 Cities,Karnataka,South India
Bhatia 2,4.1,150,37,1,1,1,0,0,0,Chandigarh,Tier 2 Cities,Chandigarh,North India
Bhatia Bakery,4.6,150,28,0,0,1,0,0,1,Lucknow,Tier 2 Cities,Uttar Pradesh,North India
Bhatia Dhaba,4.1,150,41,0,1,0,0,0,0,Dehradun,Tier 2 Cities,Uttarakhand,North India
Bhatia Di Kulfi,3.8,300,22,0,0,0,0,0,0,Bhubaneswar,Tier 2 Cities,Odisha,East India
Bhatia Di Kulfi,4.5,40,17,0,0,0,0,0,0,Bhubaneswar,Tier 2 Cities,Odisha,East India
Bhatia Foods,4.0,150,48,0,1,0,0,0,0,Chandigarh,Tier 2 Cities,Chandigarh,North India
Bhatia Kitchen,3.8,100,38,0,1,0,0,1,0,Dehradun,Tier 2 Cities,Uttarakhand,North India
Bhatia Milkshake,4.3,50,29,0,0,0,0,0,0,Jamshedpur,Tier 2 Cities,Jharkhand,East India
Bhatia Namkeen & Bakers,4.3,200,26,0,0,0,1,0,1,Jhansi,Tier 2 Cities,Uttar Pradesh,North India
Bhatia Pakora Bhandar,4.3,300,22,0,0,0,1,0,0,Ludhiana,Tier 2 Cities,Punjab,North India
Bhatia Paneer Tikka,3.6,100,45,0,1,0,0,0,0,Jaipur,Tier 2 Cities,Rajasthan,North India
Bhatia Paneer Tikka,3.7,100,29,0,1,0,0,1,0,Jaipur,Tier 2 Cities,Rajasthan,North India
Bhatia's Family Restaurant,3.8,200,44,0,1,0,0,0,0,Kanpur,Tier 2 Cities,Uttar Pradesh,North India
Bhatia's Kitchen,4.2,100,42,0,1,1,0,0,0,Kanpur,Tier 2 Cities,Uttar Pradesh,North India
Bhatt Vishranti Gruh,4.2,50,38,0,0,0,1,0,0,Mumbai,Tier 1  Cities,Maharashtra,West India
Bhattad Ki Idli - Rambharose Bhandar,4.2,150,35,1,0,0,0,0,0,Hyderabad,Tier 1  Cities,Telangana,South India
Bhatti & Bakes,4.2,200,27,0,1,1,0,0,0,Udaipur,Tier 2 Cities,Rajasthan,North India
Bhatti And Bakes,4.1,150,31,0,1,1,1,0,0,Udaipur,Tier 2 Cities,Rajasthan,North India
"Bhatti Chicken - Grilled, NOT Fried!",3.9,100,30,0,1,1,0,0,0,Mumbai,Tier 1  Cities,Maharashtra,West India
Bhatt's Kitchen,4.3,150,44,0,1,1,1,0,0,Puducherry,Tier 3 Cities,Puducherry,South India
Bhatukali The Food Zone,4.0,300,24,0,0,0,0,0,0,Nashik,Tier 2 Cities,Maharashtra,West India
Bhatura Cafe,3.6,150,19,0,1,0,0,0,0,Bareilly,Tier 2 Cities,Uttar Pradesh,North India
Bhatura Chowk,3.6,250,20,0,1,0,0,0,0,Meerut,Tier 2 Cities,Uttar Pradesh,North India
Bhatura Junction,3.9,100,30,0,1,0,1,0,0,Chandigarh,Tier 2 Cities,Chandigarh,North India
Bhatura Singh,4.0,200,36,0,1,0,0,0,0,Kolkata,Tier 1  Cities,West Bengal,East India
Bhavani Fast Food Center,4.2,200,25,0,1,0,0,1,0,Visakhapatnam,Tier 2 Cities,Andhra Pradesh,South India
Bhavesh Saoji,3.5,150,35,0,1,0,0,1,0,Nagpur,Tier 2 Cities,Maharashtra,West India
Bhavya Garden,4.1,100,34,0,1,0,0,1,0,Pune,Tier 1  Cities,Maharashtra,West India
Bhawani Pav Bhaji,4.0,100,30,0,1,0,1,0,0,Udaipur,Tier 2 Cities,Rajasthan,North India
Bhawna Sweets,3.8,150,24,0,0,0,0,0,1,Agra,Tier 2 Cities,Uttar Pradesh,North India
Bhayyaji Saoji and Family Restaurant,3.7,100,32,0,1,0,0,0,0,Nagpur,Tier 2 Cities,Maharashtra,West India
Bheemeshwara - A South Indian Delicacy,4.2,200,17,1,0,0,0,0,0,NCR,NCR,NCR,NCR
Bhela Ghar,3.6,300,43,0,1,1,0,0,0,Guwahati,Tier 2 Cities,Assam,East India
Bhelpuri Zayka And More,4.3,200,39,0,0,1,1,0,0,Agra,Tier 2 Cities,Uttar Pradesh,North India
Bhena Da Dhaba,3.7,150,36,0,1,1,0,0,0,Chandigarh,Tier 2 Cities,Chandigarh,North India
Bheravanath Bhajiya House,3.4,350,45,0,0,0,1,0,0,Ahmedabad,Tier 1  Cities,Gujarat,West India
Bhikharam Chandmal,4.0,100,57,0,0,0,1,0,0,NCR,NCR,NCR,NCR
Bhikharam Chandmal,4.2,100,39,0,0,0,1,0,0,Kolkata,Tier 1  Cities,West Bengal,East India
Bhikharam Chandmal,4.4,200,28,0,0,1,1,0,0,Kolkata,Tier 1  Cities,West Bengal,East India
Bhikharam Chandmal Rajuji,4.4,100,23,1,1,1,1,0,0,Kolkata,Tier 1  Cities,West Bengal,East India
Bhikharam Mahaveer Prasad,4.3,150,22,0,0,0,0,0,0,Kanpur,Tier 2 Cities,Uttar Pradesh,North India
Bhikharam Sweet House,4.0,150,23,1,1,1,1,0,0,Kanpur,Tier 2 Cities,Uttar Pradesh,North India
Bhim Nag's Brother Sreenath Nag,3.9,200,21,0,0,0,0,0,0,Kolkata,Tier 1  Cities,West Bengal,East India
Bhim Nag's Brother Sreenath Nag,4.0,100,47,0,0,0,0,0,0,Kolkata,Tier 1  Cities,West Bengal,East India
Bhimsain's Bengali Sweet House,3.9,10,30,1,1,0,1,0,0,NCR,NCR,NCR,NCR
Bhiojan Yantra,3.5,400,41,0,1,0,1,0,0,Agra,Tier 2 Cities,Uttar Pradesh,North India
Bhiwandi Darbar,4.1,200,31,0,1,1,0,1,0,Pune,Tier 1  Cities,Maharashtra,West India
Bhoj,3.3,100,25,0,1,1,1,0,0,Meerut,Tier 2 Cities,Uttar Pradesh,North India
Bhoj Inn,4.2,300,49,0,1,1,0,0,0,Bhopal,Tier 2 Cities,Madhya Pradesh,Central India
Bhojan Adda,3.4,200,28,0,1,1,0,0,0,Kota,Tier 2 Cities,Rajasthan,North India
Bhojan Raat Bhar,3.7,200,23,0,1,0,0,0,0,Patna,Tier 2 Cities,Bihar,East India
Bhojan Rasik,3.6,100,53,0,1,0,0,0,0,Durgapur,Tier 2 Cities,West Bengal,East India
Bhojanam,3.5,100,36,0,1,0,0,0,0,Mumbai,Tier 1  Cities,Maharashtra,West India
Bhojbari Restaurant,3.3,200,32,0,0,0,0,0,0,Siliguri,Tier 2 Cities,West Bengal,East India
Bhoji,4.2,150,33,0,1,1,0,0,0,Agra,Tier 2 Cities,Uttar Pradesh,North India
Bhojkuti Dhaba,3.9,100,42,0,1,0,0,0,0,Bhopal,Tier 2 Cities,Madhya Pradesh,Central India
Bhojnic Restaurant,4.1,100,28,1,1,1,0,0,0,Lucknow,Tier 2 Cities,Uttar Pradesh,North India
Bhojohori Manna,3.7,50,34,0,0,0,0,0,0,Kolkata,Tier 1  Cities,West Bengal,East India
Bhojohori Manna,4.3,100,31,0,0,0,0,0,0,Siliguri,Tier 2 Cities,West Bengal,East India
Bhola Jammu Puri,4.1,100,22,0,1,0,1,0,0,Ludhiana,Tier 2 Cities,Punjab,North India
Bhola Ka Dhaba,3.3,100,24,0,1,0,0,0,0,Ajmer,Tier 2 Cities,Rajasthan,North India
Bhola Kabab Paratha & Fast Food Corner,4.0,200,21,0,1,1,0,1,0,Kanpur,Tier 2 Cities,Uttar Pradesh,North India
Bhola Litti,4.2,400,26,0,0,0,1,0,0,Ranchi,Tier 2 Cities,Jharkhand,East India
Bhola Maharaj,4.4,100,13,1,1,1,0,0,0,Jamshedpur,Tier 2 Cities,Jharkhand,East India
Bhola Restaurant & Tiffin Centre,4.0,200,19,0,1,0,0,0,0,Ajmer,Tier 2 Cities,Rajasthan,North India
Bhola's Kitchen,3.1,100,43,0,1,1,0,1,0,Kolkata,Tier 1  Cities,West Bengal,East India
Bhole Chat & Fast Food,4.3,150,30,1,0,1,1,0,0,Udaipur,Tier 2 Cities,Rajasthan,North India
Bhole Chature,3.8,100,26,0,1,0,0,0,0,Lucknow,Tier 2 Cities,Uttar Pradesh,North India
Bhole Chature,4.2,200,23,0,1,0,0,0,0,Allahabad,Tier 2 Cities,Uttar Pradesh,North India
Bhole Shankar Dhaba,4.0,250,13,0,1,0,0,0,0,Kota,Tier 2 Cities,Rajasthan,North India
Bholej Rock And Rolls,4.0,50,31,0,1,0,0,0,0,Nashik,Tier 2 Cities,Maharashtra,West India
Bholenath Icecream & Faluda Parlour,4.3,100,14,0,0,0,0,0,0,Bhavnagar,Tier 2 Cities,Gujarat,West India
Bholenath Lakecity Restaurant,3.7,100,34,0,1,0,0,0,0,Udaipur,Tier 2 Cities,Rajasthan,North India
Bholenath Vadapav,4.3,250,32,0,0,0,1,0,0,Indore,Tier 2 Cities,Madhya Pradesh,Central India
Bhole's Rock & Rolls,4.0,50,27,0,0,0,1,1,0,Nashik,Tier 2 Cities,Maharashtra,West India
Bhole's Rock And Rolls,4.2,150,48,0,0,0,0,0,0,Pune,Tier 1  Cities,Maharashtra,West India
Bholey Da Dhaba,4.2,150,28,0,1,0,1,0,0,Chandigarh,Tier 2 Cities,Chandigarh,North India
Bholeynath Juice & Shake,4.0,150,44,0,0,1,0,0,0,Chandigarh,Tier 2 Cities,Chandigarh,North India
Bholla Pav Bhaji,3.7,100,29,1,0,1,1,0,0,Amritsar,Tier 2 Cities,Punjab,North India
Bhookemon,4.3,250,62,0,1,0,0,0,0,Delhi NCR,Tier 1  Cities,Delhi NCR,North India
Bhookerz,3.8,150,34,0,0,1,1,0,0,Allahabad,Tier 2 Cities,Uttar Pradesh,North India
Bhookh Lagi Hai,4.0,200,36,0,0,1,0,0,0,Bikaner,Tier 2 Cities,Rajasthan,North India
Bhookh Lagi Hai,4.2,100,26,0,1,1,0,0,0,Ahmedabad,Tier 1  Cities,Gujarat,West India
Bhoomi's Kitchen,3.4,350,32,0,1,0,1,0,0,Vadodara,Tier 2 Cities,Gujarat,West India
Bhoot Er Raja,4.2,200,39,0,0,0,0,0,0,Siliguri,Tier 2 Cities,West Bengal,East India
Bhooter Raja Dilo Bor,4.0,250,61,0,0,0,0,0,0,Kolkata,Tier 1  Cities,West Bengal,East India
Bhootnath Restaurant,4.0,400,41,0,0,1,1,0,0,Jodhpur,Tier 2 Cities,Rajasthan,North India
Bhopal Bake House And Cafe,4.2,50,29,0,0,1,1,0,1,Indore,Tier 2 Cities,Madhya Pradesh,Central India
Bhopal Baking Company,4.1,50,33,0,0,1,0,0,1,Bhopal,Tier 2 Cities,Madhya Pradesh,Central India
Bhopal Biryani House,3.7,150,31,0,1,0,0,1,0,Bhopal,Tier 2 Cities,Madhya Pradesh,Central India
Bhopal Udipi Restaurant,4.0,150,30,1,1,0,1,0,0,Bhopal,Tier 2 Cities,Madhya Pradesh,Central India
Bhotuwa Foods,3.7,200,41,0,0,0,0,0,0,Guwahati,Tier 2 Cities,Assam,East India
Bhoukaal Biryani Villa,4.0,100,42,0,0,0,0,1,0,Jabalpur,Tier 2 Cities,Madhya Pradesh,Central India
Bhua Te Bhatiji Di Rasoi,3.3,150,41,0,1,0,0,0,0,Jalandhar,Tier 2 Cities,Punjab,North India
Bhukha Sher,3.1,100,42,0,1,0,0,1,0,NCR,NCR,NCR,NCR
Bhukhad Gang,3.5,100,37,0,1,0,0,0,0,Chandigarh,Tier 2 Cities,Chandigarh,North India
Bhukhad Point,3.2,450,37,0,1,0,0,0,0,Patna,Tier 2 Cities,Bihar,East India
Bhukhe Sher,4.1,100,24,0,1,0,1,0,0,Kota,Tier 2 Cities,Rajasthan,North India
Bhukkad Breakfast,3.2,100,34,0,0,1,1,0,0,Lucknow,Tier 2 Cities,Uttar Pradesh,North India
Bhukkad Cafe,3.5,150,28,0,0,1,1,0,0,Raipur,Tier 2 Cities,Chhattisgarh,Central India
Bhukkad Food Corner,3.5,150,42,0,0,1,0,0,0,Dehradun,Tier 2 Cities,Uttarakhand,North India
Bhukkad Food Truck,3.3,100,20,0,0,0,0,0,0,Saharanpur,Tier 2 Cities,Uttar Pradesh,North India
Bhukkad Gorilla,3.5,200,65,0,0,1,0,0,0,Kolkata,Tier 1  Cities,West Bengal,East India
Bhukkad Junction,3.4,150,39,0,1,0,0,0,0,Lucknow,Tier 2 Cities,Uttar Pradesh,North India
Bhukkad Ka Nukkad,3.9,300,35,0,1,1,0,0,0,Pune,Tier 1  Cities,Maharashtra,West India
Bhukkad Point,3.1,100,30,0,1,1,0,0,0,Chandigarh,Tier 2 Cities,Chandigarh,North India
Bhukkad Point Multi Cuisine Kitchen,3.8,150,41,0,1,0,0,1,0,Vadodara,Tier 2 Cities,Gujarat,West India
Bhukkadd,4.1,300,26,0,0,1,0,0,0,Ranchi,Tier 2 Cities,Jharkhand,East India
Bhukkad's Cafe,4.0,150,44,0,0,1,0,0,0,NCR,NCR,NCR,NCR
Bhukkaholic,4.1,150,35,0,1,0,1,0,0,Patna,Tier 2 Cities,Bihar,East India
Bhukkhad,3.5,250,39,1,1,0,0,1,0,Patna,Tier 2 Cities,Bihar,East India
Bhukkhad Bhau,4.3,150,25,0,0,0,1,0,0,Ahmedabad,Tier 1  Cities,Gujarat,West India
Bhukkhar Palate,3.9,150,69,0,1,0,0,1,0,Kolkata,Tier 1  Cities,West Bengal,East India
Bhukkhars Biryani,3.9,150,61,0,1,0,0,1,0,Kolkata,Tier 1  Cities,West Bengal,East India
Bhullan Chat,3.6,100,24,0,0,0,1,0,0,Jhansi,Tier 2 Cities,Uttar Pradesh,North India
Bhumi Bakers And Confectioners,4.0,100,29,0,0,0,0,0,1,Meerut,Tier 2 Cities,Uttar Pradesh,North India
Bhungala Bateta Point,4.2,100,25,0,1,0,1,0,0,Bhavnagar,Tier 2 Cities,Gujarat,West India
Bhura Chicken Corner,4.1,150,23,0,1,0,0,0,0,Dehradun,Tier 2 Cities,Uttarakhand,North India
Bhut Jolokia,4.0,100,40,0,0,0,0,0,0,Guwahati,Tier 2 Cities,Assam,East India
Bhutia Halwai,4.3,100,13,0,0,0,0,0,0,Ajmer,Tier 2 Cities,Rajasthan,North India
Bhuvi Shakes And Snaks Bar,4.0,200,42,0,1,1,0,0,0,Chandigarh,Tier 2 Cities,Chandigarh,North India
Bianco,3.8,100,57,0,0,1,0,0,0,Kolkata,Tier 1  Cities,West Bengal,East India
Bidishar Rannaghar,3.3,200,55,0,1,0,0,0,0,Kolkata,Tier 1  Cities,West Bengal,East India
Big B,3.5,200,48,0,1,1,0,0,0,Ludhiana,Tier 2 Cities,Punjab,North India
Big Bawarchi,4.2,50,41,0,0,0,0,1,0,Hyderabad,Tier 1  Cities,Telangana,South India
Big Bear Pizzeria,4.2,150,24,0,0,1,0,0,0,Pune,Tier 1  Cities,Maharashtra,West India
Big Belly Burger,4.0,250,28,0,0,1,0,0,0,Ahmedabad,Tier 1  Cities,Gujarat,West India
Big Belly Deli,4.4,250,36,0,0,1,0,0,0,Coimbatore,Tier 2 Cities,Tamil Nadu,South India
Big Belly Momos,4.1,100,34,0,0,0,0,0,0,Trivandrum,Tier 2 Cities,Kerala,South India
Big Belly Momos,4.1,100,35,0,0,0,0,0,0,Trivandrum,Tier 2 Cities,Kerala,South India
Big Belly N' Chill,3.8,100,28,0,1,0,1,0,0,Bhubaneswar,Tier 2 Cities,Odisha,East India
Big Bite,3.7,150,30,0,1,0,0,1,0,Kota,Tier 2 Cities,Rajasthan,North India
Big Bite Bakers,4.0,150,15,0,0,1,0,0,1,Jamshedpur,Tier 2 Cities,Jharkhand,East India
Big Bite Bakers,4.3,200,46,0,0,0,0,0,1,NCR,NCR,NCR,NCR
Big Bite Chinese & Angeethi Momos,4.3,200,35,0,1,0,0,0,0,Dehradun,Tier 2 Cities,Uttarakhand,North India
Big Bite Pizza,3.7,100,39,0,1,1,1,0,0,Rishikesh,Tier 3 Cities,Uttarakhand,North India
Big Bites,3.3,200,47,1,1,1,0,0,0,Durgapur,Tier 2 Cities,West Bengal,East India
Big Bowl,3.6,250,33,0,1,0,0,0,0,Mysore,Tier 2 Cities,Karnataka,South India
Big Bowl,3.7,250,26,0,1,0,0,0,0,Coimbatore,Tier 2 Cities,Tamil Nadu,South India
Big Bowl,3.8,100,21,0,1,0,0,0,0,Vadodara,Tier 2 Cities,Gujarat,West India
Big Bowl,3.8,100,37,0,1,0,0,0,0,Chennai,Tier 1  Cities,Tamil Nadu,South India
Big Bowl,3.8,150,24,0,1,0,0,0,0,Mumbai,Tier 1  Cities,Maharashtra,West India
Big Bowl,3.8,150,40,0,1,0,0,0,0,Bangalore,Tier 1  Cities,Karnataka,South India
Big Bowl,3.8,200,27,0,1,0,0,0,0,Ahmedabad,Tier 1  Cities,Gujarat,West India
Big Bowl,3.8,250,46,0,0,0,0,0,0,Hyderabad,Tier 1  Cities,Telangana,South India
Big Bowl,3.9,100,35,0,1,0,0,0,0,Kanpur,Tier 2 Cities,Uttar Pradesh,North India
Big Bowl,3.9,300,26,0,1,0,0,0,0,Lucknow,Tier 2 Cities,Uttar Pradesh,North India
Big Bowl,3.9,400,34,0,1,0,0,1,0,Pune,Tier 1  Cities,Maharashtra,West India
Big Bowl,4.0,200,38,0,1,0,0,0,0,Chandigarh,Tier 2 Cities,Chandigarh,North India
Big Bowl,4.1,150,52,0,1,0,0,0,0,Delhi NCR,Tier 1  Cities,Delhi NCR,North India
Big Bowl,4.1,200,33,0,1,0,0,0,0,Jaipur,Tier 2 Cities,Rajasthan,North India
Big Bowl,4.1,200,47,0,1,0,0,0,0,NCR,NCR,NCR,NCR
Big Bowl Chinese,3.8,200,43,0,0,0,0,0,0,Hyderabad,Tier 1  Cities,Telangana,South India
Big Boy Burger Co. by Nirula's,3.9,200,27,0,0,1,0,0,0,NCR,NCR,NCR,NCR
Big Boy Burger Corner,4.3,250,24,0,0,0,0,0,0,Jalandhar,Tier 2 Cities,Punjab,North India
Big Boyz Cafe,4.2,150,61,0,0,1,0,0,0,Patna,Tier 2 Cities,Bihar,East India
Big Break,3.3,250,34,0,0,0,0,1,0,Patna,Tier 2 Cities,Bihar,East India
Big Break,3.5,200,36,0,0,0,0,0,0,Patna,Tier 2 Cities,Bihar,East India
Big Bucket Biryani,3.7,100,35,1,0,0,0,1,0,Warangal,Tier 2 Cities,Telangana,South India
Big Bucket Biryani,3.9,150,41,0,0,0,0,1,0,Hyderabad,Tier 1  Cities,Telangana,South India
Big Buns,4.1,100,26,0,0,1,0,0,0,Ludhiana,Tier 2 Cities,Punjab,North India
Big Burger,3.0,200,56,0,0,1,0,0,0,Guwahati,Tier 2 Cities,Assam,East India
Big Burger,3.8,150,23,0,0,0,0,0,0,Thrissur,Tier 2 Cities,Kerala,South India
Big Burger Theory,4.0,100,50,0,0,1,0,0,0,Chennai,Tier 1  Cities,Tamil Nadu,South India
Big Byte,3.0,100,34,0,0,1,0,0,0,Warangal,Tier 2 Cities,Telangana,South India
Big Byte,4.1,150,51,0,0,1,0,0,1,Hyderabad,Tier 1  Cities,Telangana,South India
Big Chicken,4.0,100,34,0,1,0,0,0,0,Mysore,Tier 2 Cities,Karnataka,South India
Big Crisp,4.1,250,35,0,0,1,0,0,0,Kanpur,Tier 2 Cities,Uttar Pradesh,North India
Big Crust,3.8,150,43,0,0,1,0,0,0,Agra,Tier 2 Cities,Uttar Pradesh,North India
Big Daddy Momos Cafe,3.8,100,39,0,1,1,0,0,0,Jalandhar,Tier 2 Cities,Punjab,North India
Big Daddy's,4.0,200,28,0,0,0,0,0,1,Nashik,Tier 2 Cities,Maharashtra,West India
Big Daddy's,4.1,150,54,0,0,1,0,0,0,Pune,Tier 1  Cities,Maharashtra,West India
Big Daddy's Burger,3.4,100,31,0,0,1,0,0,0,Mangalore,Tier 2 Cities,Karnataka,South India
Big Daddy's Cafe,3.7,100,31,0,0,1,1,0,0,Kanpur,Tier 2 Cities,Uttar Pradesh,North India
Big Dosa,4.1,100,28,1,0,0,1,0,0,Kanpur,Tier 2 Cities,Uttar Pradesh,North India
Big Dream Biryani N Curries,4.0,150,33,0,1,1,0,1,0,Raipur,Tier 2 Cities,Chhattisgarh,Central India
Big Fat Burger,3.7,150,24,0,0,1,0,0,0,Coimbatore,Tier 2 Cities,Tamil Nadu,South India
Big Fat Burger,4.1,250,39,0,0,1,0,0,0,Coimbatore,Tier 2 Cities,Tamil Nadu,South India
Big Fat Roll,3.9,100,30,0,0,1,0,0,0,Mangalore,Tier 2 Cities,Karnataka,South India
Big Fat Roll,3.9,100,50,0,0,0,0,0,0,Mangalore,Tier 2 Cities,Karnataka,South India
Big Jerks,4.3,150,38,0,0,1,0,0,0,Chandigarh,Tier 2 Cities,Chandigarh,North India
Big Phil's Masala Pot,4.0,250,34,0,1,0,0,1,0,Kolkata,Tier 1  Cities,West Bengal,East India
Big Pizza-By Marky Momos,3.8,300,37,0,0,1,0,0,1,Jaipur,Tier 2 Cities,Rajasthan,North India
Big Sandwich,3.3,50,51,0,0,1,1,0,0,Indore,Tier 2 Cities,Madhya Pradesh,Central India
Big Sandwich,3.7,150,37,0,0,1,1,0,0,Ahmedabad,Tier 1  Cities,Gujarat,West India
Big Scoop Cafe,3.7,350,45,0,0,1,0,0,0,Surat,Tier 2 Cities,Gujarat,West India
Big Scoop Cafe,4.0,100,16,0,0,1,0,0,0,Ahmedabad,Tier 1  Cities,Gujarat,West India
Big Shots,4.0,100,33,0,1,1,0,0,0,Madurai,Tier 2 Cities,Tamil Nadu,South India
Big Slick,4.0,200,43,0,0,1,0,0,0,Jaipur,Tier 2 Cities,Rajasthan,North India
Big Spice Restaurant & Bar,4.2,100,52,1,1,0,0,1,0,Hyderabad,Tier 1  Cities,Telangana,South India
Big Tawa,4.1,50,27,0,1,0,1,0,0,Nashik,Tier 2 Cities,Maharashtra,West India
Big Tummy,3.3,450,40,0,1,1,0,0,0,Ludhiana,Tier 2 Cities,Punjab,North India
Big Wong Chinese,3.5,100,29,0,0,0,0,0,0,Vadodara,Tier 2 Cities,Gujarat,West India
Big Yellow Door,3.9,50,40,0,1,0,0,0,0,Ludhiana,Tier 2 Cities,Punjab,North India
Biggies Burger,3.8,100,47,0,0,1,0,0,0,Kolkata,Tier 1  Cities,West Bengal,East India
Biggies Burger,4.0,100,23,0,0,1,0,0,0,Cuttack,Tier 2 Cities,Odisha,East India
Biggies Burger,4.0,100,29,0,0,1,0,0,0,Jalandhar,Tier 2 Cities,Punjab,North India
Biggies Burger,4.0,100,29,0,0,1,0,0,0,Madurai,Tier 2 Cities,Tamil Nadu,South India
Biggies Burger,4.0,150,33,0,0,1,0,0,0,Surat,Tier 2 Cities,Gujarat,West India
Biggies Burger,4.0,150,34,0,0,1,0,0,0,Indore,Tier 2 Cities,Madhya Pradesh,Central India
Biggies Burger,4.0,150,38,0,0,1,0,0,0,Jamshedpur,Tier 2 Cities,Jharkhand,East India
Biggies Burger,4.0,200,25,0,0,1,0,0,0,Nashik,Tier 2 Cities,Maharashtra,West India
Biggies Burger,4.0,250,43,0,0,1,0,0,0,Bhopal,Tier 2 Cities,Madhya Pradesh,Central India
Biggies Burger,4.1,100,33,0,0,1,0,0,0,Siliguri,Tier 2 Cities,West Bengal,East India
Biggies Burger,4.1,150,30,0,0,1,0,0,0,Bhopal,Tier 2 Cities,Madhya Pradesh,Central India
Biggies Burger,4.2,100,26,0,0,1,0,0,0,Bangalore,Tier 1  Cities,Karnataka,South India
Biggies Burger,4.2,100,30,0,0,1,0,0,0,Pune,Tier 1  Cities,Maharashtra,West India
Biggies Burger,4.2,150,31,0,0,1,0,0,0,Coimbatore,Tier 2 Cities,Tamil Nadu,South India
Biggies Burger,4.2,200,27,0,0,1,0,0,0,Puducherry,Tier 3 Cities,Puducherry,South India
Biggies Burger,4.2,200,47,0,0,1,0,0,0,Hyderabad,Tier 1  Cities,Telangana,South India
Biggies Burger,4.3,100,19,0,0,1,0,0,0,Bhubaneswar,Tier 2 Cities,Odisha,East India
Biggies Burger,4.3,200,31,0,0,1,0,0,0,Coimbatore,Tier 2 Cities,Tamil Nadu,South India
Biggies Burger,4.3,400,29,0,0,1,0,0,0,Ranchi,Tier 2 Cities,Jharkhand,East India
Biggies Pizza,4.0,100,35,0,0,1,0,0,0,Meerut,Tier 2 Cities,Uttar Pradesh,North India
Biggies Pizza,4.1,100,35,0,0,1,0,0,0,Meerut,Tier 2 Cities,Uttar Pradesh,North India
Biggies Restaurant,4.0,100,38,0,1,1,0,0,0,Meerut,Tier 2 Cities,Uttar Pradesh,North India
Bigies Burger,3.0,150,25,0,0,0,0,0,0,Vijayawada,Tier 2 Cities,Andhra Pradesh,South India
Bigstacks Bucket Biriyani,3.3,150,44,1,0,0,0,1,0,Coimbatore,Tier 2 Cities,Tamil Nadu,South India
